5.03.2016;Pino gassi, Therme Bad Aibling;;Relic;
6.03.2016;Pino gasi;;Relic;
7.03.2016;Pino gassi;;Relic;
8.03.2016;Pino Riffenthal, Maria Hotel übernachtet;;;
9.03.2016;Maria;;Relic;
10.03.2016;Pyhton;;Relic;
11.03.2016;Pino gassi;;Relic;
12.03.2016;Pino gassi;;Relic;
13.03.2016;Pino gassi;;Relic;
14.03.2016;Pino gassi, Python;;Relic;
15.03.2016;Python, Maria, JobOSR new Release und SF;;Guter Bulle, boeser Bulle;
16.03.2016;Python, Maria;;Guter Bulle, boeser Bulle;
17.03.2016;Python, JobOSR;;Guter Bulle, boeser Bulle;
18.03.2016;Pino gassi, JobOSR;;Guter Bulle, boeser Bulle;
19.03.2016;Pino gassi, Therme Bad Aibling;;Guter Bulle, boeser Bulle;
20.03.2016;Pino gassi;Boxen;Guter Bulle, boeser Bulle;
21.03.2016;Pino gassi;Boxen;Guter Bulle, boeser Bulle;
22.03.2016;JobOSR;;Guter Bulle, boeser Bulle;
23.03.2016;JobOSR;;Guter Bulle, boeser Bulle;
24.03.2016;Pino gassi;;Guter Bulle, boeser Bulle;
25.03.2016;Pino gassi;;Guter Bulle, boeser Bulle;
26.03.2016;Pino gassi;;Guter Bulle, boeser Bulle;
27.03.2016;Pino gassi;;Guter Bulle, boeser Bulle;
28.03.2016;Pino gassi;Boxen;Die Psychopathen;
29.03.2016;Pino gassi;MTB, Boxen;Die Psychopathen;
30.03.2016;Maria, JobOSR;;Die Psychopathen;
31.03.2016;JobOSR, Maria, Angi Bernired;;Die Psychopathen;
1.04.2016;Pino gassi;;Die Psychopathen;
2.04.2016;Pino gassi, Therme Bad Aibling;MTB;Die Psychopathen;
3.04.2016;Pino gassi;MTB;Die Psychopathen;
4.04.2016;Pino gassi;;Die Psychopathen;
5.04.2016;Maria;;Die Psychopathen;
6.04.2016;;;Die Psychopathen;
7.04.2016;Maria;;Die Psychopathen;
8.04.2016;Pino gassi;;Die Psychopathen;
9.04.2016;Pino gassi, Holz;;Die Psychopathen;
10.04.2016;Pino gassi, Schwimmbad Bad Wiessee;;Der Chemiker;
11.04.2016;Pino gassi;MTB;Der Chemiker;
12.04.2016;Maria Stundenhotel;;Der Chemiker;
13.04.2016;;;Der Chemiker;
14.04.2016;Maria Stundenhotel;;Der Chemiker;
15.04.2016;Pino gassi;;Der Chemiker;
16.04.2016;Pino gassi, Therme Bad Aibling;MTB;Der Chemiker;
17.04.2016;Pino gassi;MTB;Der Chemiker;
18.04.2016;Pino gassi;MTB;Der Chemiker;
19.04.2016;Maria;;Der Chemiker;
20.04.2016;Maria;;Der Chemiker;
21.04.2016;Pyhton xml parser;;Paketbombe;
22.04.2016;Pino gassi;MTB;Paketbombe;
23.04.2016;Pino gassi;MTB;Paketbombe;
24.04.2016;Pino gassi;MTB;Paketbombe;
25.04.2016;Pino gassi;MTB;Paketbombe;
26.04.2016;Maria;;Paketbombe;
27.04.2016;Maria;;Paketbombe;
28.04.2016;Maria;;Paketbombe;
29.04.2016;Pino gassi;;Paketbombe;
30.04.2016;Pino gassi, Therme Bad Aibling;MTB;Paketbombe;
1.05.2016;Pino gassi;MTB;Die Scharfschuetzen;
2.05.2016;Pino gassi, Manu angerufen;MTB;Die Scharfschuetzen;
3.05.2016;Python;;Die Scharfschuetzen;
4.05.2016;Python;;Die Scharfschuetzen;
5.05.2016;Pino gassi;MTB;Die Scharfschuetzen;
6.05.2016;Pino gassi;;Die Scharfschuetzen;
7.05.2016;Pino Gassi;MTB, Neuhaus Bhf;Die Erzfeinde;
8.05.2016;Pino gassi, Mama telefoniert;MTB, MB Berg;Die Erzfeinde;
9.05.2016;Pino gassi, Manu angerufen, treffen auf Kaffee - ging nicht;MTB;Die Erzfeinde;
10.05.2016;Maria;;Die Erzfeinde;
11.05.2016;Maria;;Die Erzfeinde;
12.05.2016;Maria, Brief Manu - bekomme aber bestimmt keine Antwort;;Die Erzfeinde;
13.05.2016;Pino gassi;;Die Erzfeinde;
14.05.2016;Pino gassi, Therme Bad Aibling;MTB - Berg Woernsmuehl;Die Erzfeinde;
15.05.2016;Pino gassi;MTB - Berg Woernsmuehl;Die Erzfeinde;
16.05.2016;Pino gassi, Therme Bad Aibling;MTB - Miesbach;Die Erzfeinde;
17.05.2016;Pino gassi;MTB - Berg Woernsmuehl;Die Erzfeinde;
18.05.2016;Pino gassi;MTB;Die Erzfeinde;
19.05.2016;Pino gassi, Mantel geliefert;;Die Erzfeinde;
20.05.2016;Pino gassi, Hut;MTB - Berg Woernsmuehl;Allen wollen Tequila;
21.05.2016;Pino gassi, Holz sägen;;Allen wollen Tequila;
22.05.2016;Pino gassi;MTB - Miesbach;Allen wollen Tequila;
23.05.2016;Pino gassi;;Allen wollen Tequila;
24.05.2016;Maria, Pino OP;;Allen wollen Tequila;
25.05.2016;Maria;;Allen wollen Tequila;
26.05.2016;Pino gassi;MTB - Berg Woernsmuehl;Allen wollen Tequila;
27.05.2016;Pino gassi;;Allen wollen Tequila;
28.05.2016;Pino gassi;MTB - Berg Woernsmuehl;Allen wollen Tequila;
29.05.2016;Pino gassi;MTB - Miesbach;Allen wollen Tequila;
30.05.2016;Pino gassi;;Truck Stop - Rastplatz de Grauens;
31.05.2016;;;Truck Stop - Rastplatz de Grauens;
1.06.2016;;;Truck Stop - Rastplatz de Grauens, Kite;
2.06.2016;;;Kite;
3.06.2016;Pino gassi, Tierazrt;;Kite;
4.06.2016;Pino gassi, Holz sägen;;Kite;
5.06.2016;Pino gassi;MTB - Berg Woernsmuehl;Kite;
6.06.2016;Pino gassi;;Kite;
7.06.2016;python prog, KD telefoniert;;Kite;
8.06.2016;;;Kite;
9.06.2016;Angi Bernried;;Kite;
10.06.2016;Pino gassi;;Kite;
11.06.2016;Pino gassi, Therme Bad Aibling;MTB - Berg Woernsmuehl;Kite;
12.06.2016;Pino gassi;MTB - Berg Woernsmuehl;Kite;
13.06.2016;Pino gassi;;Kite;
14.06.2016;Maria; Mama, Kerstin telefoniert;;Kite;
15.06.2016;;;Kite;
16.06.2016;Maria;;Kite;
17.06.2016;Pino gassi;;Kite;
18.06.2016;Pino gassi; Harley Davidson Dyna Low Rider gekauft;;painful dependency;
19.06.2016;Pino gassi;;painful dependency;
20.06.2016;Pino gassi; Rosenheim Louis Helm gekauft;;painful dependency;
21.06.2016;;;So wahr uns Gott helfe;
22.06.2016;Maria Stundenhotel und Neufahrn Mühlseen;;So wahr uns Gott helfe;
23.06.2016;Maria getriffen, draussen ; Helm gekauft;;So wahr uns Gott helfe;
24.06.2016;Pino gassi, Harley zugelassen;;So wahr uns Gott helfe;
25.06.2016;Pino gassi, Holz sägen, TG und Keller raeumen;;So wahr uns Gott helfe;
26.06.2016;Pino gassi; Kerstin telefoniert;;So wahr uns Gott helfe;
27.06.2016;Pino gassi; Harley überwiesen; Sabine 15000,00 Euro für Harley geliehen;;So wahr uns Gott helfe;
28.06.2016;Maria; Lederjacke gekauft;;So wahr uns Gott helfe;
29.06.2016;;;So wahr uns Gott helfe;
30.06.2016;Maria;;So wahr uns Gott helfe;
1.07.2016;Pino gassi;;So wahr uns Gott helfe;
2.07.2016;Pino gassi; mit Chris Harley geholt, Therme Bad Aibling;;So wahr uns Gott helfe;
3.07.2016;Pino gassi;  Harley gefahren;;So wahr uns Gott helfe;
4.07.2016;Pino gassi; Landratsamt;;So wahr uns Gott helfe;
5.07.2016;Pino gassi; Lukas Geburtstag;;So wahr uns Gott helfe;
6.07.2016;Maria;;So wahr uns Gott helfe;
7.07.2016;;;So wahr uns Gott helfe;
8.07.2016;Pino gassi;;So wahr uns Gott helfe;
9.07.2016;Pino gassi; Holz sägen mit Motorsäge; Harley Sitzpolster;  Harley gefahren;MTB - Berg Woernsmuehl;So wahr uns Gott helfe;
10.07.2016;Pino gassi;;So wahr uns Gott helfe;
11.07.2016;Pino gassi, Fahrstunde;;So wahr uns Gott helfe;
12.07.2016;Prüfauftrag für Führerschein erhalten;;So wahr uns Gott helfe;
13.07.2016;Angi Bernried;;Tannenbergs letzter Fall;
14.07.2016;Pino gassi; HNO; Louis Jacke und Hose gekauft;;Tannenbergs letzter Fall;
15.07.2016;Pino gassi; Fahrstunde;;Tannenbergs letzter Fall;
16.07.2016;Pino gassi; Therme Bad Aibling;;Tannenbergs letzter Fall;
17.07.2016;Pino gassi;;Tannenbergs letzter Fall;
18.07.2016;Fahrstunde; HNO;;Tannenbergs letzter Fall;
19.07.2016;Pino gassi; Fahrstunde;;Tannenbergs letzter Fall;
20.07.2016;Pino gassi, Führerschein Prüfung; erste fahrt mit der Harley;;Tannenbergs letzter Fall;
21.07.2016;Maria;;Tannenbergs letzter Fall;
22.07.2016;Pino gassi; Augenarzt; Harley fahren;;Tannenbergs letzter Fall;
23.07.2016;Pino gassi, Harley fahren;;Die Schwester;
24.07.2016;Pino gassi; Harley fahren;;Isarbrodeln;
25.07.2016;Pino gassi; Harley fahren;;Isarbrodeln;
26.07.2016;Maria getroffen und sie hat es beendet;;Isarbrodeln;
27.07.2016;Doerr Fuehrerschein Bescheinigung;;Isarbrodeln;
28.07.2016;Harley an Arbeit gefahren;;;
29.07.2016;aerztl. Bescheinigung fuer Fuehrerschein abgegeben;;Isarbrodeln;
30.07.2016;Pino gassi; Harley fahren Sylvenstein; Therme Bad Aibling; Essen Dinzler;;;
31.07.2016;Pino gassi; Harley gefahren;;Isarbrodeln;
1.08.2016;Pino gassi;;Isarbrodeln;
2.08.2016;Harley an Arbeit gefahren;;Isarbrodeln;
3.08.2016;Harley an Arbeit gefahren;;Isarbrodeln;
4.08.2016;Harley an Arbeit gefahren, Maria SMS;;Isarbrodeln;
5.08.2016;Pino gassi, Bauhof MB, Maria SMS;;Isarbrodeln;
6.08.2016;Pino gassi, Harley gefahren;;Isarbrodeln;
7.08.2016;Pino gassi, Harley gefahren;;Isarbrodeln;
8.08.2016;Pino gassi;;Isarbrodeln;
9.08.2016;Maria;;Isarbrodeln;
10.08.2016;Maria;;Isarbrodeln;
11.08.2016;Harley arbeit gefahren;;Isarbrodeln;
12.08.2016;Pino gassi;;Isarbrodeln;
13.08.2016;Pino gassi; Harley gefahren; Louis Rosenheim, Sabine Hose gekauft;;Isarbrodeln;
14.08.2016;Pino gassi; Boot fahren, akku kaputt;;Isarbrodeln;
15.08.2016;Pino gassi;;Isarbrodeln;
16.08.2016;Pino gassi; Harley Inspektion, Leihmaschine Street Bob;;Isarbrodeln;
17.08.2016;Pino gassi;;Isarbrodeln;
18.08.2016;Pino gassi; Harley fahren;;Isarbrodeln;
19.08.2016;Pino gassi;;Isarbrodeln;
20.08.2016;Pino gassi; Harley gefahren, Simsee; Dinzler essen;;Die Schwester;
21.08.2016;Pino gassi; Therme Bad Aibling;;;
22.08.2016;Pino gassi;  Harley fahren, Ammersee, Kloster Andechs ;;Die Schwester;
23.08.2016;Pino gassi; Harley fahren Chiemsee;;Die Schwester;
24.08.2016;Pino gassi; Harley fahren Sylvenstein;;Die Schwester;
25.08.2016;Pino gassi; Boot kaputt;;Der Faenger;
26.08.2016;Pino gassi; Harley fahren, Sylvenstein, Walchensee;;Der Faenger;
27.08.2016;Pino gassi; Harley fahren; Freibad Miesbach;;Der Faenger;
28.08.2016;Pino gassi; Harley fahren Samerberg;;Der Faenger;
29.08.2016;Pino gassi; Harley gefahren; Führerschein geholt;;Der Faenger;
30.08.2016;Pino gassi; Harley fahren;;Der Faenger;
31.08.2016;Harley arbeit gefahren;;Der Faenger;
1.09.2016;Harley arbeit gefahren;;Der Faenger;
2.09.2016;Pino gassi; Harley fahren;;Der Faenger;
3.09.2016;Pino gassi; Harley fahren Achensee, falsch Richtung Innsbruck;;Der Faenger;
4.09.2016;Pino gassi; Harley gefahren Thiersee;;Der Faenger;
5.09.2016;Pino gassi;;Der Faenger;
6.09.2016;Angie Bernried;;Der Faenger;
7.09.2016;Harley arbeit gefahren;;Der Faenger;
8.09.2016;Maria;;Der Faenger;
9.09.2016;Pino gassi; Berkmann; Kerstin Deinert Sex;;Der Faenger;
10.09.2016;Pino gassi; OTT Bad Toelz;;Der Faenger;
11.09.2016;Pino gassi; Harley fahren;;Der Faenger;
12.09.2016;Pino gassi;;Der Faenger;
13.09.2016;Harley arbeit gefahren;;Der Faenger;
14.09.2016;Pino gassi; Harley gefahren Sylvenstein, Walchensee;;Der Faenger;
15.09.2016;Harley arbeit gefahren;;Der Faenger;
16.09.2016;Pino gassi;;Der Faenger;
17.09.2016;Pino gassi; Therme Bad Aibling;;Der Faenger;
18.09.2016;Pino gassi, Harley fahren, rutschig;;Der Faenger;
19.09.2016;Pino gassi;;Der Faenger;
20.09.2016;;;Der Faenger;
21.09.2016;Harley arbeit gefahren, sehr nebelig, Handschuhe werden schnell nass; Pino gassi; Stutemeyer;;Der Faenger;
22.09.2016;Pino gassi; Harley fahren, Simsee; Pino impfen;;Der Faenger;
23.09.2016;Pino gassi;;Der Faenger;
24.09.2016;Pino gassi; Harley fahren; Autoaustellung Miesbach;;Der Faenger;
25.09.2016;Pino gassi; Harley fahren, Chiemsee;;Der Faenger;
26.09.2016;Pino gassi;;Der Faenger;
27.09.2016;Mama telefoniert;;Der Faenger;
28.09.2016;Pino gassi; Harley fahren Sylvenstein;;Der Faenger;
29.09.2016;Harley arbeit gefahren;;Himmelhorn;
30.09.2016;Pino gassi;;Himmelhorn;
1.10.2016;Pino gassi; Harley fahren;;Himmelhorn;
2.10.2016;Pino gassi;;Himmelhorn;
3.10.2016;Pino gassi;;Himmelhorn;
4.10.2016;;;Himmelhorn;
5.10.2016;Pino gassi; Harley fahren;;Himmelhorn;
6.10.2016;Maria;;Himmelhorn;
7.10.2016;Pino gassi;;Himmelhorn;
8.10.2016;Pino gassi; Therme Bad Aibling;;Himmelhorn;
9.10.2016;Pino gassi; Harley fahren;;Himmelhorn;
10.10.2016;Pino gassi;;Himmelhorn;
11.10.2016;Maria;;Himmelhorn;
12.10.2016;Maria;;Himmelhorn;
13.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
14.10.2016;Pino gassi;;Himmelhorn;
15.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
16.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
17.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
18.10.2016;Maria;;Himmelhorn;
19.10.2016;Termin Taettowierer ausgemacht;;Himmelhorn;
20.10.2016;Maria;;Himmelhorn;
21.10.2016;Pino gassi, Verso Service;;Himmelhorn;
22.10.2016;Pino gassi, Harley  fahren um den Chiemsee;;Himmelhorn;
23.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
24.10.2016;Pino gassi, Physio , Harley fahren;;Himmelhorn;
25.10.2016;Maria;;Himmelhorn;
26.10.2016;Pino gassi, Taettowieren;;Himmelhorn;
27.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
28.10.2016;Pino gassi;;Himmelhorn;
29.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
30.10.2016;Pino gassi, Harley fahren;;Himmelhorn;
31.10.2016;Pino gassi, Harley fahren;;Tod in Schweden;
1.11.2016;Pino gassi, Harley putzen;;Tod in Schweden;
2.11.2016;Angi Bernried;;Tod in Schweden;
3.11.2016;;;;
4.11.2016;Pino gassi;;Tod in Schweden;
5.11.2016;Pino gassi, Harley Ölwechsel, Therme Bad Aibling;;Tod in Schweden;
6.11.2016;Pino gassi;;Tod in Schweden;
7.11.2016;Pino gassi;;Tod in Schweden;
8.11.2016;Maria Stundenhotel;;Tod in Schweden;
9.11.2016;Pino gassi, Ölfilter gewechselt;;Tod in Schweden;
10.11.2016;Maria;;Tod in Schweden;
11.11.2016;Pino gassi;;Tod in Schweden;
12.11.2016;Pino gassi, Harley Batterie ausgebaut;;Tod in Schweden;
13.11.2016;Pino gassi;;Tod in Schweden;
14.11.2016;Pino gassi;;Im Wald;
15.11.2016;Maria;;Im Wald;
16.11.2016;Pino gassi, Taettowieren;;Im Wald;
17.11.2016;Maria;;Im Wald;
18.11.2016;Pino gassi;;Im Wald;
19.11.2016;Pino gassi, Holz sägen;;Im Wald;
20.11.2016;Pino gassi;;Im Wald;
21.11.2016;BMC Contractor - Luis;;Im Wald;
22.11.2016;Maria;;Im Wald;
23.11.2016;Krank;;Im Wald;
24.11.2016;Pino gassi;;Im Wald;
25.11.2016;Pino gassi, Sabine Geburstag, Mama telefoniert;;Im Wald;
26.11.2016;Pino gassi, Therme Bad Aibling;;Im Wald;
27.11.2016;Pino gassi, Kerstin telefoniert;;Im Wald;
28.11.2016;Pino gassi;;Im Wald;
29.11.2016;;;Im Wald;
30.11.2016;;;Im Wald;
1.12.2016;Maria;;Im Wald;
2.12.2016;Pino gassi;;Im Wald;
3.12.2016;Pino gassi;;Im Wald;
4.12.2016;Pino gassi;;Der Turbo von Marrakesch;
5.12.2016;Pino gassi;;Der Turbo von Marrakesch;
6.12.2016;Pino gassi;;Der Turbo von Marrakesch;
7.12.2016;Pino gassi, München Augenklinik;;Der Turbo von Marrakesch;
8.12.2016;Pino gassi, München Augenklinik;;Der Turbo von Marrakesch;
9.12.2016;Pino gassi;;Der Turbo von Marrakesch;
10.12.2016;Pino gassi, München Augenklinik;;Der Turbo von Marrakesch;
11.12.2016;Pino gassi;;Der Turbo von Marrakesch;
12.12.2016;Pino gassi;;Der Turbo von Marrakesch;
13.12.2016;;;Der Turbo von Marrakesch;
14.12.2016;;;Unkrautkiller;
15.12.2016;Maria;;Unkrautkiller;
16.12.2016;Pino gassi;;Unkrautkiller;
17.12.2016;Pino gassi;;;
18.12.2016;Pino gassi;;Unkrautkiller;
19.12.2016;Pino gassi, Maria beendet;;Unkrautkiller;
20.12.2016;Pino gassi;;;
21.12.2016;Pino gassi;;;
22.12.2016;Pino gassi, Sabine Augenklinik OP;;Unkrautkiller;
23.12.2016;Pino gassi;;Unkrautkiller;
24.12.2016;Pino gassi, Dauerauftrag geändert auf 465,00;;Unkrautkiller;
25.12.2016;Pino gassi;;Unkrautkiller;
26.12.2016;Pino gassi;;Unkrautkiller;
27.12.2016;Pino gassi;;Unkrautkiller;
28.12.2016;Mama telefoniert, Job Absage;;Champagnerblut;
29.12.2016;Pino gassi, Mama Geburtstag, telefoniert;;Champagnerblut;
30.12.2016;Pino gassi;;Champagnerblut;
31.12.2016;Pino gassi, Ingrid SMS, WC kaufen;;Champagnerblut;
1.01.2017;Pino gassi, Mama telefoniert, Maria SMS;MTB fahen;Champagnerblut;will sie nicht mehr treffen, lass mich nicht weiter verarschen, miesen Character
2.01.2017;Pino gassi;;Champagnerblut;
3.01.2017;Pino gassi;;Champagnerblut;
4.01.2017;Pino gassi, Biker Stiefel House of Flames gekauft;;Champagnerblut;
5.01.2017;Pino gassi;;Champagnerblut;
6.01.2017;Pino gassi, KD SMS, Whiskey kuchen gebacken;;Champagnerblut;
7.01.2017;Pino gassi, Mama telefoniert;;Champagnerblut;
8.01.2017;Pino gassi;;Champagnerblut;
9.01.2017;Pino gassi, Handschuhe bestellt;;Champagnerblut;
10.01.2017;TS Maggi;;Champagnerblut;
11.01.2017;System reboot sudo entry;;Champagnerblut;
12.01.2017;Pino gassi, Handschuhe Sabine bestellt;;Champagnerblut;
13.01.2017;Pino gassi;;Schwarzes Netz;
14.01.2017;Pino gassi;;Schwarzes Netz;
15.01.2017;Pino gassi;;Schwarzes Netz;
16.01.2017;Pino gassi;;Schwarzes Netz;
17.01.2017;;;Schwarzes Netz;
18.01.2017;;;Schwarzes Netz;
19.01.2017;;;Schwarzes Netz;
20.01.2017;Pino gassi;;Schwarzes Netz;
21.01.2017;Pino gassi;;Schwarzes Netz;
22.01.2017;Pino gassi;;Schwarzes Netz;
23.01.2017;Pino gassi;;Schwarzes Netz;
24.01.2017;Schule;;Schwarzes Netz;
25.01.2017;BMC onsite;;Schwarzes Netz;
26.01.2017;;;Schwarzes Netz;
27.01.2017;Pino gassi;;Schwarzes Netz;
28.01.2017;Pino gassi, Kuchen backen;;Schwarzes Netz;
29.01.2017;Pino gassi, Dinzler;;Schwarzes Netz;
30.01.2017;Pino gassi;;Schwarzes Netz;
31.01.2017;Pino gassi;;Schwarzes Netz;
1.02.2017;Gorschlüter wg HD Reifen;;Schwarzes Netz;
2.02.2017;Zahnzarzt;;Schwarzes Netz;
3.02.2017;Pino gassi;;Schwarzes Netz;
